SMILES,Reward,Sim,Step,Imp
CCNC(=O)N1CC2CC=C(CC3COC3C)CC2C1,0.8055202697940314,0.2916666666666667,1967,0.15368413741814257
CCNC(=O)N1CC2CC=CCC2C1CC1CCOC1,0.8055202697940314,0.26262626262626265,1918,0.15368413741814257
NCC(NC(=O)c1cccnc1)c1cccnn1,0.805158562921646,0.27956989247311825,1616,0.15332243054575723
C=CC1=CCC2CN(C(=O)NCCNC(=O)c3cccnc3)CC2C1,0.8050243992735557,0.7160493827160493,1737,0.15318826689766696
C=CC1=CCC2CN(C(=O)NCCNC(=O)c3cccnc3)CC2C1,0.8050243992735557,0.7160493827160493,1137,0.15318826689766696
C=CC1=CCC2CN(C(=O)NCCNC(=O)c3cccnc3)CC2C1,0.8050243992735557,0.7160493827160493,337,0.15318826689766696
C=CC1=CCC2CN(C(=O)NCCNC(=O)c3cccnc3)CC2C1,0.8050243992735557,0.7160493827160493,115,0.15318826689766696
C=CC1=CCC2CN(C(=O)NCCNC(=O)c3cccnc3)CC2C1,0.8050243992735557,0.7160493827160493,102,0.15318826689766696
C=CC(CNC(=O)c1cccnc1)NC(=O)N1CC2CC=CCC2C1,0.8050067192425455,0.7160493827160493,701,0.15317058686665674
C=CC(CNC(=O)N1CC2CC=CCC2C1)NC(=O)c1cccnc1,0.8050067192425455,0.7160493827160493,1235,0.15317058686665674
C=CC(CNC(=O)c1cccnc1)NC(=O)N1CC2CC=CCC2C1,0.8050067192425455,0.7160493827160493,920,0.15317058686665674
C=CC(CNC(=O)N1CC2CC=CCC2C1)NC(=O)c1cccnc1,0.8050067192425455,0.7160493827160493,1508,0.15317058686665674
C=CC(CNC(=O)N1CC2CC=CCC2C1)NC(=O)c1cccnc1,0.8050067192425455,0.7160493827160493,1337,0.15317058686665674
C=CC(CNC(=O)N1CC2CC=CCC2C1)NC(=O)c1cccnc1,0.8050067192425455,0.7160493827160493,523,0.15317058686665674
C=CC(CNC(=O)N1CC2CC=CCC2C1)NC(=O)c1cccnc1,0.8050067192425455,0.7160493827160493,1119,0.15317058686665674
NCCNC(=O)c1ccc(N=C2C=CCO2)nc1,0.8036175379205891,0.25263157894736843,1635,0.15178140554470032
NCCN(C=C1C=CC=N1)C(=O)N1CC2CC=CCC2C1,0.8033982373305488,0.391304347826087,1439,0.15156210495466005
O=C(NCCNC(=O)c1cccnc1)c1ccccc1,0.8022453385570819,0.45348837209302323,1803,0.15040920618119313
CC(C)(C)c1ccncc1C(=O)NCCN,0.8018329209486308,0.2222222222222222,1652,0.149996788572742
C=C1C=CN=C1N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.801710885527323,0.6236559139784946,416,0.14987475315143417
C=C1C=CC(N(CCNC(=O)N2CC3CC=CCC3C2)C(=O)c2cccnc2)=N1,0.801710885527323,0.6236559139784946,1285,0.14987475315143417
C=C1C=CN=C1N(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.8017108855273228,0.6236559139784946,719,0.14987475315143406
C=C(C)C1=NN1C(C)NC(=O)N1CC2CC=CCC2C1,0.8015892480295409,0.3977272727272727,1953,0.14975311565365212
CC1=C(N(CCNC(=O)N2CC3CC=CCC3C2)C(=O)c2cccnc2)C=C1,0.8013563386576422,0.6444444444444445,1505,0.14952020628175344
CCNC(=O)N1CC2CC=CC(N=c3cc3C)C2C1,0.8012259775839677,0.2903225806451613,1947,0.14938984520807896
C=C(CC)SC12CC=CCC1CN(C(=O)NCC)C2,0.8005748563348336,0.25,1977,0.14873872395894483
NCCNC(=O)c1cncc(C2CCC=N2)c1,0.800503187518779,0.2608695652173913,1623,0.14866705514289025
CCNC(=O)N1CC2CC=CCC2C1CC1=CC=NCCC=N1,0.800181665170993,0.30097087378640774,1909,0.1483455327951042
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)n1ccnc1)c1cccnc1,0.8000245043492884,0.6373626373626373,510,0.14818837197339962
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)n1cccn1)c1cccnc1,0.8000245043492884,0.6373626373626373,417,0.14818837197339962
O=C(NCCN(C(=O)c1cccnc1)n1ccnc1)N1CC2CC=CCC2C1,0.8000245043492884,0.6373626373626373,405,0.14818837197339962
O=C(NCCN(C(=O)c1cccnc1)n1cccn1)N1CC2CC=CCC2C1,0.8000245043492884,0.6373626373626373,611,0.14818837197339962
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)n1ccnc1)c1cccnc1,0.8000245043492884,0.6373626373626373,1303,0.14818837197339962
NCCNC(=O)c1cccnc1N1CSC=N1,0.7997051736285986,0.23404255319148937,1608,0.14786904125270983
CC1=CN=C(N(CCNC(=O)N2CC3CC=CCC3C2)C(=O)c2cccnc2)C1,0.7992754165716522,0.6236559139784946,833,0.14743928419576346
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=NCCC=C1)c1cccnc1,0.7986073651443629,0.6170212765957447,601,0.14677123276847415
NCCNC(=O)N1CC2CC=C(N=S=S)CC2C1,0.7983232342048517,0.3409090909090909,1474,0.14648710182896296
CNC(=O)N1CC2CC=C(n3cncn3)CC2C1,0.7980897127396,0.3076923076923077,218,0.14625358036371128
CC1CN(C2=CCC3CN(C(=O)NCCN)CC3C2)CO1,0.7976849340189304,0.30927835051546393,1485,0.1458488016430416
O=CN(CCNC(=O)c1cccnc1)C1=CCCC=C1,0.7975842271273257,0.3888888888888889,1816,0.1457480947514369
O=C(NCCNC(=O)N1CC2CC=C(C3=CC3)CC2C1)c1cccnc1,0.7973549233424153,0.7108433734939759,622,0.14551879096652653
O=C(NCCNC(=O)N1CC2CC=C(C3=CC3)CC2C1)c1cccnc1,0.7973549233424153,0.7108433734939759,353,0.14551879096652653
O=C(NCCNC(=O)N1CC2CC=C(C3=CC3)CC2C1)c1cccnc1,0.7973549233424153,0.7108433734939759,1338,0.14551879096652653
O=C(NCCNC(=O)N1CC2CC=C(C3=CC3)CC2C1)c1cccnc1,0.7973549233424153,0.7108433734939759,1510,0.14551879096652653
O=C(NCCNC(=O)N1CC2CC=C(C3=CC3)CC2C1)c1cccnc1,0.7973549233424153,0.7108433734939759,769,0.14551879096652653
O=C(NCCNC(=O)N1CC2CC=C(C3=CC3)CC2C1)c1cccnc1,0.7973549233424153,0.7108433734939759,310,0.14551879096652653
O=C(NCC(NC(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.7973407207981007,0.6904761904761905,169,0.14550458842221192
O=C(NC(CNC(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.7973407207981007,0.6904761904761905,1749,0.14550458842221192
O=C(NC(CNC(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.7973407207981007,0.6904761904761905,551,0.14550458842221192
O=C(NC(CNC(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.7973407207981007,0.6904761904761905,338,0.14550458842221192
C=C1CC(NCCNC(=O)c2cccnc2)=NC1=C,0.7972981413717046,0.375,1673,0.14546200899581585
C=C1CSC=CN1C(C)NC(=O)N1CC2CC=CCC2C1,0.7967688646969963,0.3804347826086957,1988,0.14493273232110748
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)c1ccccc1)c1cccnc1,0.7966399125366181,0.6170212765957447,417,0.14480378016072937
O=C(NCCN(C(=O)c1cccnc1)c1ccccc1)N1CC2CC=CCC2C1,0.7966399125366181,0.6170212765957447,918,0.14480378016072937
O=C(NCCN(C(=O)c1cccnc1)c1ccccc1)N1CC2CC=CCC2C1,0.7966399125366181,0.6170212765957447,702,0.14480378016072937
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)c1ccccc1)c1cccnc1,0.7966399125366181,0.6170212765957447,716,0.14480378016072937
O=C(NCCN(C(=O)c1cccnc1)c1ccccc1)N1CC2CC=CCC2C1,0.7966399125366181,0.6170212765957447,1136,0.14480378016072937
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)c1ccccc1)c1cccnc1,0.7966399125366181,0.6170212765957447,1117,0.14480378016072937
O=C(NCCN(C(=O)c1cccnc1)c1ccccc1)N1CC2CC=CCC2C1,0.7966399125366181,0.6170212765957447,1713,0.14480378016072937
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)c1ccccc1)c1cccnc1,0.7966399125366181,0.6170212765957447,1718,0.14480378016072937
C=C1C=NC=CC1CCNC(=O)N1CC2CC=CCC2C1,0.7962143049075207,0.5058823529411764,1902,0.14437817253163188
CC1CCN=C1N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.7961778485268746,0.6236559139784946,111,0.1443417161509858
O=C(NCCN(C(=O)c1cccnc1)C1CCCC1)N1CC2CC=CCC2C1,0.796163098956023,0.6373626373626373,636,0.14432696658013422
C=C1CC(=C)CN(C(C)NC(=O)N2CC3CC=CCC3C2)C1,0.796131891136575,0.34375,1988,0.14429575876068623
CCNC(=O)N1CC2CC=CCC2(C=C2OCCS2)C1,0.7959879203375753,0.22549019607843138,1944,0.14415178796168648
C=C1C=CON1C(=O)NCCNC(=O)c1cccnc1,0.7952769584554873,0.5121951219512195,1829,0.14344082607959852
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)c1ccncc1)c1cccnc1,0.7952229968305413,0.6170212765957447,834,0.14338686445465254
O=C(NCCN(C(=O)c1cccnc1)c1ccncc1)N1CC2CC=CCC2C1,0.7952229968305412,0.6170212765957447,518,0.14338686445465243
CC(=O)SC(=O)C1=C(C2=CCC3CN(C(=O)NCCN)CC3C2)CC1,0.7947312764853238,0.3173076923076923,1451,0.14289514410943505
CC1C=CN1N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.794712527664019,0.6444444444444445,1351,0.14287639528813023
NC(CNC(=O)c1cccnc1)SC1=C2C=C2C=NC1,0.79455686403027,0.3020833333333333,1632,0.14272073165438126
CC1=NN(C2=CCC3CN(C(N)=O)CC3C2)CCS1,0.7945423220984004,0.2222222222222222,1037,0.1427061897225116
CCNC(=O)N1CC2CC=CCC2(C=C2CCCOC2)C1,0.7945385644796094,0.21904761904761905,1908,0.14270243210372058
CC(=O)C(C)(C)CNC(=O)N1CC2CC=CCC2C1,0.794510063085825,0.4691358024691358,273,0.14267393070993617
O=C(NCCC1=NCS1)N1CC2CC=CCC2C1,0.7941405495753003,0.5063291139240507,264,0.14230441719941156
C=C1C=CSCON1C1C=CCC2CN(C(=O)NCC)CC21,0.7940811706387368,0.2871287128712871,1969,0.14224503826284807
NCCNC(=O)N1CC2CC=CCC2C1N=c1ncc2cc-2n1,0.7940560440011478,0.3137254901960784,1482,0.14221991162525904
CCNC(=O)N1CC2CC=CC(N3CCSC(C)C3)C2C1,0.7929351117376773,0.25742574257425743,1968,0.1410989793617885
C=C1CN(C2C3CC=CCC3CN2C(=O)NCC)C=C1C,0.7926896818309352,0.2727272727272727,1985,0.14085354945504647
C=C1C=C(C)CN1C1C2CC=CCC2CN1C(=O)NCC,0.7926896818309352,0.2727272727272727,1965,0.14085354945504647
C=C1CN(C2C=CCC3CN(C(=O)NCC)CC32)CS1,0.7921906848706121,0.27835051546391754,1968,0.14035455249472328
CN(C(=O)N1CC2CC=CCC2C1)n1cc2cc(c1=N)C2,0.7919485069762761,0.3404255319148936,246,0.14011237460038728
C=C1C=COC1=NC12CC=CCC1CN(C(=O)NCC)C2,0.7918765244422992,0.24509803921568626,1981,0.1400403920664104
CC1=NCN=C1N(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.7917894379072161,0.6236559139784946,1767,0.13995330553132734
CC1=NCC(N(CCNC(=O)c2cccnc2)C(=O)N2CC3CC=CCC3C2)=N1,0.7917894379072161,0.6236559139784946,200,0.13995330553132734
