SMILES,Reward,Step,Sim,Imp
C=C(C)SC1Cn2cccc2[C@H](CC)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.156039840058504,65,0.6842105263157895,-0.0454062287074386
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(N=NC)cc3c1=O)CC2,-17.185760133683367,72,0.717391304347826,-0.075126522332301
CC[C@H]1c2c(C(C)=C3C=NN=C3C)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.21432632834758,168,0.638095238095238,-0.1036927169965125
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(N=N)cc3c1=O)CC2,-17.21583968167338,1,0.7415730337078652,-0.1052060703223141
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(C(C)=O)ccc3c1=O)CC2,-17.22047298405623,27,0.7252747252747253,-0.10983937270516364
C=C(O)c1ccc2c3c1c(=O)c(C(=O)N1CCn4cccc4[C@@H]1CC)cn3CC2,-17.238952740521857,42,0.7252747252747253,-0.1283191291707908
O=C(c1cn2c3c(cccc3c1=O)CC2)N1CCn2cccc2[C@@H]1CC1=CC1,-17.241984768587486,58,0.813953488372093,-0.13135115723641988
CC[C@H]1c2c(N=N)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.272805181075235,37,0.7415730337078652,-0.16217156972416902
CC[C@H]1c2c(C(C)=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.27336285574415,145,0.7252747252747253,-0.16272924439308412
CC[C@H]1c2c(C(C)=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.27336285574415,123,0.7252747252747253,-0.16272924439308412
C=C(O)c1cc2n(c1)CCN(C(=O)c1cn3c4c(cccc4c1=O)CC3)[C@H]2CC,-17.273509023318415,39,0.7252747252747253,-0.16287541196734878
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(NC(C)=O)cc3c1=O)CC2,-17.276850146626312,88,0.7021276595744681,-0.1662165352752467
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(NC(C)=O)cc3c1=O)CC2,-17.276850146626312,88,0.7021276595744681,-0.1662165352752467
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(C4CCCO4)c3c1=O)CC2,-17.284905733307166,26,0.6666666666666666,-0.17427212195610053
CC[C@H]1c2cccn2CC(C2=C(C)C2)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.2853830683608,65,0.7021276595744681,-0.1747494570097352
CC(=O)CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.28902593920246,95,0.8160919540229885,-0.17839232785139458
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(N=O)ccc3c1=O)CC2,-17.335066066656736,27,0.7415730337078652,-0.2244324553056707
CC1CCCOCCN=C(CCC[C@H]2c3cccn3CCN2C(=O)c2cn3c4c(cccc4c2=O)CC3)S1,-17.33521033818667,62,0.6173913043478261,-0.22457672683560403
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(NC(C)=O)ccc3c1=O)CC2,-17.356498120694475,60,0.7021276595744681,-0.2458645093434093
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(CC(C)=O)ccc3c1=O)CC2,-17.36775557191333,60,0.7021276595744681,-0.2571219605622659
CC[C@H]1c2cccn2CCN1C(=O)c1c(C2=CC2=C2ON=C2C)n2c3c(cccc3c1=O)CC2,-17.371073395350336,59,0.6018518518518519,-0.2604397839992707
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(NC(C)=NC)ccc3c1=O)CC2,-17.372613704687314,94,0.6804123711340206,-0.2619800933362484
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(C4(C)CCC(C)O4)cc3c1=O)CC2,-17.372955481810312,55,0.6407766990291263,-0.26232187045924604
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(NC(C)=NC)c3c1=O)CC2,-17.37471470082463,90,0.6804123711340206,-0.2640810894735637
CC[C@H]1c2ccc(N=O)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.37977216865141,4,0.7222222222222222,-0.2691385573003444
CC[C@H]1c2c(N=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.38111563581307,116,0.7415730337078652,-0.2704820244620052
CC[C@H]1c2c(N=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.38111563581307,19,0.7415730337078652,-0.2704820244620052
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(N=C4CCCO4)c3c1=O)CC2,-17.385698942292283,57,0.6470588235294118,-0.2750653309412172
O=NCCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.38887849333799,79,0.7865168539325843,-0.2782448819869252
CC[C@H]1c2cccn2CCN1C(=O)c1c(CC(C)=O)n2c3c(cccc3c1=O)CC2,-17.389206097330387,93,0.6666666666666666,-0.27857248597932127
CC(C1=NSC2=C(CC1)C2)[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.409339932798343,15,0.6261682242990654,-0.29870632144727693
CC[C@H]1c2cc(N=O)cn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.41198423368826,21,0.7415730337078652,-0.3013506223371927
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)C(CCN(C)OC(C)C)C2,-17.419232031958902,70,0.6132075471698113,-0.3085984206078365
CC[C@H]1c2c(N3CCSC3)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.4217460654414,123,0.6666666666666666,-0.3111124540903347
CC[SH]=C(CC)C1CN(C(=O)c2cn3c4c(cccc4c2=O)CC3)[C@@H](CC)c2cccn21,-17.42659844398301,10,0.6435643564356436,-0.31596483263194486
CC[C@H]1c2c(NC(C)=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.428969862134046,169,0.7021276595744681,-0.31833625078298056
CC[C@H]1c2c(NC(C)=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.428969862134046,169,0.7021276595744681,-0.31833625078298056
CC[C@H]1c2cccn2CCN1C(=O)c1c(NC(C)=O)n2c3c(cccc3c1=O)CC2,-17.431961913374344,93,0.6666666666666666,-0.32132830202327867
CC[C@H]1c2ccc(CN=O)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.44234216935716,73,0.6989247311827957,-0.33170855800609544
CC[C@H]1c2c(NC(C)=NC)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.442614818577805,194,0.6804123711340206,-0.3319812072267396
CC[C@H]1c2c(C3=CO3)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.462839591590026,146,0.7362637362637363,-0.3522059802389599
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(NN=N)cc3c1=O)CC2,-17.490576534298793,72,0.717391304347826,-0.3799429229477269
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(C4=NCCS4)c3c1=O)CC2,-17.497539009670113,13,0.6666666666666666,-0.3869053983190476
CC[C@H]1c2c(CN=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.505032133275446,145,0.717391304347826,-0.39439852192437996
CC[C@H]1c2c(CN=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.505032133275446,193,0.717391304347826,-0.39439852192437996
CC[C@H]1c2c(CN=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.505032133275446,192,0.717391304347826,-0.39439852192437996
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(C=O)cc3c1=O)CC2,-17.512109504943076,38,0.7415730337078652,-0.40147589359201064
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(C4=C5CC5=N4)ccc3c1=O)CC2,-17.516135680681398,3,0.6666666666666666,-0.40550206933033195
CC[C@H]1c2cccn2CCN1C(=O)c1c(N2C=CCC2=N)n2c3c(cccc3c1=O)CC2,-17.52416071619821,76,0.6372549019607843,-0.4135271048471445
CC(C)=NCC1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.524871234284287,84,0.8160919540229885,-0.4142376229332214
CC[C@H]1c2ccc(N3CC3)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.530486388686608,56,0.6989247311827957,-0.41985277733554227
N=C1CC=C(CC[C@H]2c3cccn3CCN2C(=O)c2cn3c4c(cccc4c2=O)CC3)O1,-17.53930924533695,62,0.7142857142857143,-0.4286756339858826
CC[C@H]1c2ccc(N=S=N)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.543145628452624,91,0.6989247311827957,-0.4325120171015584
CC[C@H]1c2cccn2CCN1C(=O)c1c(C2=CC(=[SH]C(C)=O)C2)n2c3c(cccc3c1=O)CC2,-17.559253891150075,59,0.6132075471698113,-0.44862027979900887
C=C1CCOCN1c1ccn2c1[C@H](CC)N(C(=O)c1cn3c4c(cccc4c1=O)CC3)CC2,-17.56829300637919,146,0.6346153846153846,-0.4576593950281236
CC[C@H]1c2ccc(C=O)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.571317577041366,44,0.7222222222222222,-0.46068396569030057
CC(C1=CC1)[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.57916496226766,81,0.7362637362637363,-0.4685313509165958
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(C=O)ccc3c1=O)CC2,-17.58783786257177,3,0.7415730337078652,-0.4772042512207051
CC[C@H]1c2c(N=S)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.58946270037761,37,0.7415730337078652,-0.47882908902654364
CC[C@H]1c2ccc(C(=N)O)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.597412593872914,44,0.7065217391304348,-0.48677898252184804
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2CC(=N)O,-17.606768783854676,85,0.6842105263157895,-0.4961351725036103
N=NCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.618539167565157,48,0.813953488372093,-0.5079055562140908
N=NCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.618539167565157,77,0.813953488372093,-0.5079055562140908
CC[C@H]1c2c(C=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.626088262239396,19,0.7415730337078652,-0.51545465088833
CC[C@H]1c2c(NN=N)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.62675403437746,74,0.717391304347826,-0.5161204230263934
CC(C1=C2C=CC=CC21)[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.63806658446194,45,0.6442307692307693,-0.5274329731108729
CC[C@H]1c2cc(CC3=[SH]S3)cn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.64050146462417,54,0.6947368421052632,-0.5298678532731032
CC[C@H]1c2c(NN=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.650183287678036,92,0.717391304347826,-0.5395496763269705
CC[C@H]1c2cc(NN=O)cn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.674680467333875,89,0.717391304347826,-0.5640468559828093
C=S(=N)=Nc1ccc2n1CCN(C(=O)c1cn3c4c(cccc4c1=O)CC3)[C@H]2CC,-17.685233118111285,23,0.6842105263157895,-0.5745995067602188
O=NCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.696506470387554,2,0.813953488372093,-0.5858728590364883
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2CN=O,-17.70274776917127,67,0.6989247311827957,-0.5921141578202054
C=C(O)C(C)[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.706526417841886,24,0.7444444444444445,-0.59589280649082
C=C1CN(c2cc3n(c2)CCN(C(=O)c2cn4c5c(cccc5c2=O)CC4)[C@H]3CC)C(=O)O1,-17.710256173635546,71,0.6407766990291263,-0.5996225622844804
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(NC4=NC(C)=NC4)cc3c1=O)CC2,-17.737091936592556,55,0.6346153846153846,-0.6264583252414901
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2N=O,-17.741550229330525,16,0.7222222222222222,-0.6309166179794587
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(C4=C5C(C)CC(C4)C5C)cc3c1=O)CC2,-17.745686027280726,55,0.6055045871559633,-0.6350524159296604
CC[C@H]1c2c(N=C3CN=CS3)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.754381750505203,168,0.6633663366336634,-0.6437481391541375
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2C1=C2OCCC21,-17.764864880106295,51,0.6470588235294118,-0.654231268755229
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)C(N1CCCCO1)C2,-17.765235915448255,35,0.6633663366336634,-0.6546023040971889
C=S=Nc1ccc2n1CCN(C(=O)c1cn3c4c(cccc4c1=O)CC3)[C@H]2CC,-17.76557352246652,91,0.6989247311827957,-0.6549399111154557
CC[C@H]1c2c(C3N=C4CCCN4S3)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.771098795242995,116,0.6111111111111112,-0.6604651838919295
NC1=CC1CCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.777183074368555,96,0.7446808510638298,-0.6665494630174891
CC[C@H]1c2ccc(N=C3ON=C3C)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.79857701368942,56,0.6372549019607843,-0.6879434023383553
CCC1C=CN(C2Cn3cccc3[C@H](CC)N2C(=O)c2cn3c4c(cccc4c2=O)CC3)C1,-17.82189984103944,7,0.6346153846153846,-0.7112662296883734
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(NC=O)c3c1=O)CC2,-17.825467505957963,42,0.717391304347826,-0.7148338946068975
C=C1NC=CCN1c1ccn2c1[C@H](CC)N(C(=O)c1cn3c4c(cccc4c1=O)CC3)CC2,-17.826234114387333,146,0.6504854368932039,-0.7156005030362671
CC[C@H]1c2cccn2CCN1C(=O)c1c(-c2cn[nH]n2)n2c3c(cccc3c1=O)CC2,-17.828040149555168,18,0.65,-0.7174065382041022
CC(OC1CCCCOS1)[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.829482351994166,97,0.6261682242990654,-0.7188487406431001
CC[C@H]1c2c(NC(N)=O)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.832196451975943,170,0.7021276595744681,-0.7215628406248769
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(N(C(=N)C4=NC4)C(C)=S)ccc3c1=O)CC2,-17.839666335072128,94,0.616822429906542,-0.7290327237210619
N=C(O)CC1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.855807798294656,84,0.8235294117647058,-0.74517418694359
CC[C@H]1c2cccn2C(N=O)CN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.855954660147923,46,0.7222222222222222,-0.7453210487968569
CC[C@@]1(C2=CCN=N2)c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.856867128558847,14,0.6019417475728155,-0.7462335172077807
N=NC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.86709519452565,20,0.8433734939759037,-0.756461583174584
N=NCC1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.86709519452565,66,0.8433734939759037,-0.756461583174584
CC[C@H]1c2cccn2C(CN=O)CN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.867429258846215,83,0.6989247311827957,-0.7567956474951494
CC[C@@]1(CN=N)c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.872463027738718,87,0.6458333333333334,-0.761829416387652
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2OO,-17.875206641733204,51,0.7222222222222222,-0.7645730303821381
C=C1CN=CCN1c1ccc2c3c1c(=O)c(C(=O)N1CCn4cccc4[C@@H]1CC)cn3CC2,-17.878478350235206,75,0.6504854368932039,-0.7678447388841398
CC[C@H]1c2cccn2CCN1C(=O)c1c(NC=O)n2c3c(cccc3c1=O)CC2,-17.89395753741241,31,0.6808510638297872,-0.7833239260613425
CC[C@H]1c2cccn2CC(C(C)=O)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.898345245437646,49,0.7065217391304348,-0.7877116340865804
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(N4CN=CS4)c3c1=O)CC2,-17.904558741353412,26,0.6836734693877551,-0.7939251300023464
CC[C@H]1c2cccn2CC(N2CCCC2=N)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.90643635817482,98,0.67,-0.7958027468237532
CC[C@H]1c2cc(NC=O)cn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.91751605879549,39,0.717391304347826,-0.8068824474444227
CC[C@H]1c2cc(N3CCC(C)O3)cn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.932737058471687,71,0.6534653465346535,-0.8221034471206217
N=NC1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.93344931537003,9,0.7857142857142857,-0.8228157040189643
CC[C@H]1c2ccc(NCC=O)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.94710773342128,4,0.6770833333333334,-0.8364741220702143
C=C1NN(c2ccn3c2[C@H](CC)N(C(=O)c2cn4c5c(cccc5c2=O)CC4)CC3)C2=CC=CC12,-17.95216710345419,53,0.6146788990825688,-0.8415334921031246
C=C1OC(C)CN1C1Cc2cccc3c(=O)c(C(=O)N4CCn5cccc5[C@@H]4CC)cn1c23,-17.957287583432297,85,0.6407766990291263,-0.8466539720812314
CC[C@H]1c2cccn2CC(COC(C)=NC)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.96034735827213,98,0.6435643564356436,-0.8497137469210649
CC[C@H]1c2cccn2CCN1C(=O)c1c(N2CC(=O)SN=N2)n2c3c(cccc3c1=O)CC2,-17.972939922028594,18,0.6037735849056604,-0.8623063106775284
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2C=O,-17.97634210480512,51,0.7222222222222222,-0.8657084934540542
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(C4=NC(C)=C=N4)ccc3c1=O)CC2,-17.98142826233381,41,0.6534653465346535,-0.8707946509827451
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(N4CN=CCC4=N)ccc3c1=O)CC2,-17.982588815254896,3,0.6504854368932039,-0.8719552039038305
CC[C@H]1c2cccn2CC(C=C2COCSC2)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.989170616360973,65,0.6285714285714286,-0.8785370050099068
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)C(ON=O)C2,-17.990592040568753,70,0.6989247311827957,-0.8799584292176874
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2C1=C2C=NC2(C)OCC1,-17.991615471422346,85,0.6146788990825688,-0.8809818600712802
CC[C@H]1c2ccc(N=S(=O)=S)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.994332723919033,91,0.6842105263157895,-0.8836991125679674
O=C(c1cn2c3c(cccc3c1=O)CC2)N1CCn2cccc2C1C1=C2N=CN=C2S1,-18.001028475025482,50,0.66,-0.8903948636744161
CC[C@H]1c2cccn2CCN1C(=O)c1c(N2C=PCCC2=O)n2c3c(cccc3c1=O)CC2,-18.004202182285724,47,0.6190476190476191,-0.8935685709346579
CC[C@H]1c2cccn2CCN1C(=O)c1c(NC2=NO2)n2c3c(cccc3c1=O)CC2,-18.01930574540479,76,0.6597938144329897,-0.9086721340537238
CC[C@H]1c2cccn2C(N=S)CN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.023395537564525,25,0.7222222222222222,-0.9127619262134594
CC[C@H]1c2c(-c3c[nH]oc3=N)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.024243685703414,168,0.67,-0.9136100743523485
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(N4C=C[SH]5C=C45)ccc3c1=O)CC2,-18.027154677849364,78,0.6633663366336634,-0.9165210664982979
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(OC(C)O)c3c1=O)CC2,-18.031291300738193,57,0.7021276595744681,-0.9206576893871272
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(N4CC=NC4C)cc3c1=O)CC2,-18.037802152162847,55,0.67,-0.9271685408117811
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)C(NC(C)=O)C2,-18.039030077525737,86,0.6842105263157895,-0.9283964661746715
NC(=O)CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.04070064144437,2,0.7954545454545454,-0.9300670300933049
NC(=O)CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.04070064144437,95,0.7954545454545454,-0.9300670300933049
O=C(c1cn2c3c(cccc3c1=O)CC2)N1CCn2cccc2[C@@H]1CC1=NC=C2CC21,-18.04417842604093,20,0.7291666666666666,-0.9335448146898635
CC[C@H]1c2cccn2C(N=S=N)CN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.05745368206929,100,0.6989247311827957,-0.9468200707182248
C=S(=O)=Nc1ccc2c3c1c(=O)c(C(=O)N1CCn4cccc4[C@@H]1CC)cn3CC2,-18.05768700936546,13,0.7021276595744681,-0.9470533980143934
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(NC4CSCO4)c3c1=O)CC2,-18.068637143127972,57,0.6470588235294118,-0.9580035317769067
CC[C@H]1c2cccn2C(N2CCC=NCCS2)CN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.07245356559773,25,0.6261682242990654,-0.9618199542466641
CC[C@H]1c2cccn2CC(C2=CC=NC2)N1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.081854597737838,30,0.6666666666666666,-0.971220986386772
C=C1OCNC1CCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-18.08433045715439,96,0.693069306930693,-0.9736968458033246
C=C1C(=O)N(c2ccn3c2[C@H](CC)N(C(=O)c2cn4c5c(cccc5c2=O)CC4)CC3)CC12CC2,-18.090167619263777,194,0.6111111111111112,-0.9795340079127115
C=NOC1Cn2cc(C(=O)N3CCn4cccc4[C@@H]3CC)c(=O)c3cccc1c32,-18.09140382370562,70,0.6989247311827957,-0.9807702123545532
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)C(C=O)C2,-18.092611193290484,52,0.7222222222222222,-0.9819775819394181
